STUDENT_ID,GENDER,PREF1,PREF2,PREF3,PREF4,PREF5,PREF6,PREF7
806,남,서원고,운호고,주성고,청주신흥고,청석고,흥덕고,봉명고
807,남,흥덕고,금천고,충대사대부고,세광고,상당고,주성고,서원고
808,남,운호고,흥덕고,서원고,봉명고,청주대성고,충북고,충대사대부고
809,남,상당고,주성고,흥덕고,충북고,충대사대부고,청주대성고,청주고
810,남,청주고,세광고,흥덕고,운호고,청주대성고,충북고,주성고
811,남,청석고,운호고,충대사대부고,상당고,흥덕고,세광고,청주신흥고
812,남,주성고,청석고,상당고,청주신흥고,청주고,세광고,봉명고
813,남,금천고,주성고,충북고,봉명고,서원고,상당고,청석고
814,남,금천고,충대사대부고,충북고,청주고,청주대성고,흥덕고,세광고
815,남,주성고,상당고,청주대성고,흥덕고,청주신흥고,충북고,청주고
816,남,청주대성고,청주신흥고,충북고,청석고,운호고,금천고,흥덕고
817,남,청주고,충북고,운호고,봉명고,청주대성고,주성고,청석고
818,남,흥덕고,금천고,운호고,서원고,충북고,청주고,청주대성고
819,남,흥덕고,청주고,충대사대부고,운호고,상당고,청석고,청주대성고
820,남,청석고,서원고,흥덕고,금천고,세광고,주성고,운호고
821,남,금천고,충대사대부고,청석고,흥덕고,주성고,상당고,세광고
822,남,청주신흥고,서원고,세광고,주성고,상당고,청주대성고,청주고
823,남,운호고,청주신흥고,상당고,세광고,주성고,청주대성고,충북고
824,남,운호고,주성고,청주대성고,청석고,세광고,금천고,청주고
825,남,서원고,충북고,금천고,청석고,운호고,봉명고,주성고
826,남,주성고,흥덕고,세광고,금천고,청주고,서원고,청주대성고
827,남,청주고,운호고,충북고,주성고,상당고,서원고,금천고
828,남,청주대성고,청주고,운호고,흥덕고,충북고,세광고,금천고
829,남,세광고,금천고,상당고,봉명고,주성고,운호고,서원고
830,남,청주고,청석고,세광고,청주신흥고,흥덕고,서원고,주성고
831,남,청석고,운호고,주성고,봉명고,청주대성고,세광고,충대사대부고
832,남,금천고,충대사대부고,청주신흥고,충북고,청주대성고,청석고,운호고
833,남,상당고,청주고,흥덕고,금천고,충북고,충대사대부고,봉명고
834,남,청주대성고,상당고,세광고,봉명고,서원고,청주고,충대사대부고
835,남,주성고,서원고,흥덕고,청주대성고,청석고,금천고,청주고
836,남,청주고,청주대성고,운호고,세광고,흥덕고,청석고,금천고
837,남,주성고,상당고,충북고,서원고,세광고,흥덕고,운호고
838,남,봉명고,상당고,흥덕고,금천고,주성고,청주대성고,청주신흥고
839,남,청주대성고,충북고,흥덕고,상당고,세광고,주성고,청주신흥고
840,남,운호고,주성고,봉명고,서원고,청석고,청주고,충북고
841,남,상당고,서원고,금천고,흥덕고,충대사대부고,충북고,세광고
842,남,상당고,주성고,청주대성고,흥덕고,봉명고,청주고,청주신흥고
843,남,충북고,청주신흥고,주성고,상당고,운호고,청주대성고,서원고
844,남,충대사대부고,상당고,청석고,주성고,흥덕고,서원고,운호고
845,남,금천고,청주대성고,세광고,충대사대부고,봉명고,청석고,흥덕고
846,남,청주신흥고,운호고,청주대성고,충북고,금천고,세광고,상당고
847,남,상당고,세광고,봉명고,운호고,청주고,금천고,흥덕고
848,남,운호고,상당고,청석고,청주고,충대사대부고,주성고,서원고
849,남,세광고,금천고,상당고,서원고,운호고,청석고,충대사대부고
850,남,주성고,청석고,서원고,금천고,청주신흥고,운호고,청주고
851,남,흥덕고,청주고,상당고,운호고,충북고,청주대성고,봉명고
852,남,봉명고,상당고,세광고,청주신흥고,청주대성고,청석고,충북고
853,남,충북고,청주고,운호고,청석고,상당고,청주대성고,흥덕고
854,남,청주대성고,충북고,주성고,청주고,서원고,상당고,청석고
855,남,청주신흥고,충대사대부고,봉명고,청주고,서원고,주성고,청석고
856,남,청주고,금천고,청주신흥고,봉명고,흥덕고,주성고,청주대성고
857,남,충북고,봉명고,흥덕고,주성고,세광고,운호고,청주대성고
858,남,청석고,충북고,청주신흥고,주성고,상당고,서원고,흥덕고
859,남,서원고,청석고,상당고,충대사대부고,세광고,청주대성고,청주고
860,남,운호고,청석고,금천고,청주고,세광고,청주대성고,서원고
861,남,청석고,청주신흥고,상당고,세광고,충대사대부고,흥덕고,청주대성고
862,남,서원고,금천고,청주신흥고,봉명고,충대사대부고,청주고,청주대성고
863,남,청주신흥고,충대사대부고,청주대성고,청주고,금천고,운호고,봉명고
864,남,청주신흥고,금천고,충대사대부고,주성고,서원고,청주대성고,흥덕고
865,남,운호고,세광고,청주고,충북고,청주신흥고,금천고,흥덕고
866,남,금천고,충북고,서원고,운호고,흥덕고,상당고,청주대성고
867,남,청석고,주성고,상당고,운호고,서원고,청주신흥고,봉명고
868,남,봉명고,주성고,금천고,세광고,청주신흥고,청석고,운호고
869,남,충북고,청주신흥고,주성고,흥덕고,금천고,청석고,청주대성고
870,남,청석고,상당고,흥덕고,청주신흥고,주성고,서원고,청주대성고
871,남,운호고,충북고,청주신흥고,청주대성고,세광고,청주고,청석고
872,남,청주고,봉명고,흥덕고,충대사대부고,충북고,운호고,청주신흥고
873,남,세광고,충북고,흥덕고,서원고,충대사대부고,청석고,주성고
874,남,청석고,봉명고,충북고,서원고,세광고,청주대성고,청주고
875,남,세광고,청주신흥고,청주고,충북고,청주대성고,청석고,충대사대부고
876,남,흥덕고,청주신흥고,서원고,상당고,청석고,금천고,청주대성고
877,남,청석고,금천고,운호고,청주대성고,서원고,충북고,흥덕고
878,남,흥덕고,상당고,청주신흥고,청석고,운호고,서원고,주성고
879,남,봉명고,청주신흥고,청주대성고,금천고,주성고,흥덕고,충대사대부고
880,남,금천고,상당고,충북고,서원고,흥덕고,청석고,청주고
881,남,충대사대부고,봉명고,세광고,청주신흥고,주성고,청주대성고,청주고
882,남,상당고,서원고,봉명고,충대사대부고,청주대성고,청주신흥고,금천고
883,남,금천고,주성고,청주신흥고,청주대성고,충북고,세광고,서원고
884,남,청주고,상당고,서원고,청주신흥고,청석고,세광고,봉명고
885,남,운호고,금천고,청주고,청석고,흥덕고,충북고,봉명고
886,남,청주대성고,청주고,청주신흥고,충북고,금천고,운호고,흥덕고
887,남,상당고,서원고,주성고,세광고,청주고,청석고,청주대성고
888,남,흥덕고,청주신흥고,운호고,충대사대부고,충북고,청석고,봉명고
889,남,상당고,서원고,주성고,봉명고,금천고,세광고,청주대성고
890,남,청주고,상당고,청주신흥고,서원고,충북고,운호고,봉명고
891,남,봉명고,청주고,청주대성고,세광고,청주신흥고,충북고,운호고
892,남,충대사대부고,청석고,주성고,청주신흥고,운호고,흥덕고,서원고
893,남,상당고,운호고,흥덕고,충북고,서원고,주성고,금천고
894,남,운호고,충대사대부고,청주고,세광고,상당고,봉명고,금천고
895,남,봉명고,청주신흥고,주성고,청주고,청석고,금천고,충북고
896,남,청주신흥고,주성고,청주대성고,세광고,흥덕고,봉명고,청석고
897,남,서원고,충북고,주성고,세광고,금천고,봉명고,청석고
898,남,청석고,청주신흥고,서원고,청주대성고,세광고,봉명고,흥덕고
899,남,청주고,세광고,서원고,주성고,운호고,청주신흥고,충북고
900,남,상당고,충대사대부고,세광고,청주대성고,운호고,청주신흥고,충북고
901,남,세광고,상당고,청주고,봉명고,충북고,충대사대부고,주성고
902,남,금천고,청주신흥고,주성고,서원고,봉명고,충대사대부고,세광고
903,남,봉명고,청석고,상당고,주성고,흥덕고,세광고,서원고
904,남,청주고,충대사대부고,청주신흥고,운호고,주성고,상당고,흥덕고
905,남,충북고,충대사대부고,운호고,청석고,상당고,서원고,청주대성고
906,남,금천고,주성고,서원고,청주대성고,운호고,청주고,청주신흥고
907,남,청석고,충북고,청주고,세광고,청주신흥고,금천고,운호고
908,남,운호고,서원고,청석고,청주고,흥덕고,청주신흥고,봉명고
909,남,운호고,청석고,충북고,세광고,청주고,상당고,금천고
910,남,주성고,충대사대부고,상당고,충북고,금천고,운호고,세광고
911,남,서원고,청석고,청주대성고,세광고,충대사대부고,흥덕고,청주신흥고
912,남,금천고,청석고,청주신흥고,주성고,흥덕고,충북고,세광고
913,남,청주신흥고,주성고,서원고,상당고,청주고,청석고,흥덕고
914,남,운호고,상당고,충북고,주성고,세광고,금천고,청주신흥고
915,남,충북고,청주대성고,흥덕고,청석고,청주신흥고,금천고,세광고
916,남,충북고,주성고,세광고,서원고,충대사대부고,금천고,상당고
917,남,봉명고,세광고,금천고,충북고,청주대성고,상당고,운호고
918,남,세광고,충대사대부고,봉명고,청주고,운호고,충북고,흥덕고
919,남,서원고,봉명고,청석고,세광고,충대사대부고,금천고,운호고
920,남,청주고,주성고,청석고,서원고,상당고,봉명고,운호고
921,남,청주대성고,충북고,봉명고,청주고,흥덕고,운호고,세광고
922,남,충북고,충대사대부고,운호고,흥덕고,주성고,서원고,청석고
923,남,운호고,청주대성고,서원고,봉명고,상당고,청주신흥고,충북고
924,남,금천고,봉명고,서원고,세광고,충대사대부고,흥덕고,청주신흥고
925,남,운호고,세광고,상당고,청주신흥고,서원고,청주고,청석고
926,남,세광고,봉명고,흥덕고,충대사대부고,청주신흥고,청주고,상당고
927,남,청석고,흥덕고,청주고,서원고,충대사대부고,청주신흥고,상당고
928,남,상당고,서원고,충북고,청주신흥고,운호고,충대사대부고,주성고
929,남,청석고,서원고,충북고,상당고,봉명고,운호고,청주신흥고
930,남,충북고,청주대성고,상당고,세광고,금천고,청주고,충대사대부고
931,남,청주고,청주신흥고,서원고,흥덕고,청주대성고,금천고,주성고
932,남,청주고,운호고,충북고,상당고,흥덕고,세광고,서원고
933,남,세광고,금천고,청석고,청주고,청주대성고,충대사대부고,흥덕고
934,남,주성고,서원고,청주고,청주신흥고,상당고,충북고,세광고
935,남,봉명고,흥덕고,운호고,청석고,주성고,청주고,상당고
936,남,충북고,흥덕고,서원고,금천고,주성고,충대사대부고,청주신흥고
937,남,청석고,운호고,금천고,청주대성고,흥덕고,충대사대부고,세광고
938,남,봉명고,금천고,청석고,상당고,서원고,청주고,흥덕고
939,남,상당고,청주신흥고,충대사대부고,청석고,주성고,봉명고,세광고
940,남,충북고,세광고,금천고,상당고,운호고,흥덕고,청주대성고
941,남,운호고,충북고,세광고,금천고,청주신흥고,청석고,청주고
942,남,흥덕고,청석고,주성고,충대사대부고,청주고,상당고,충북고
943,남,청주신흥고,세광고,상당고,청석고,청주대성고,운호고,서원고
944,남,서원고,상당고,세광고,운호고,청주대성고,금천고,봉명고
945,남,충대사대부고,세광고,청주고,금천고,청주대성고,서원고,상당고
946,남,상당고,흥덕고,청주대성고,청석고,금천고,세광고,충대사대부고
947,남,흥덕고,운호고,주성고,충북고,청석고,봉명고,세광고
948,남,청주신흥고,금천고,흥덕고,상당고,청석고,세광고,주성고
949,남,상당고,금천고,충대사대부고,운호고,청주신흥고,서원고,청주대성고
950,남,청주고,청석고,서원고,충북고,상당고,운호고,금천고
951,남,상당고,금천고,청주고,청주대성고,충북고,봉명고,흥덕고
952,남,운호고,청주대성고,청석고,봉명고,청주신흥고,흥덕고,서원고
953,남,봉명고,청주대성고,금천고,청주고,청주신흥고,상당고,흥덕고
954,남,청석고,운호고,청주신흥고,서원고,흥덕고,청주대성고,청주고
955,남,청석고,청주신흥고,청주대성고,주성고,금천고,세광고,봉명고
956,남,봉명고,청주고,주성고,상당고,금천고,세광고,서원고
957,남,충대사대부고,세광고,청석고,운호고,주성고,상당고,서원고
958,남,청주대성고,흥덕고,서원고,청주고,봉명고,청주신흥고,세광고
959,남,청주신흥고,충대사대부고,봉명고,서원고,금천고,청주고,세광고
960,남,금천고,청주고,상당고,충대사대부고,운호고,흥덕고,청석고
961,남,청주고,청석고,청주대성고,서원고,상당고,봉명고,금천고
962,남,주성고,세광고,충대사대부고,서원고,흥덕고,충북고,청주신흥고
963,남,청주대성고,청주고,서원고,흥덕고,충북고,세광고,충대사대부고
964,남,청주신흥고,운호고,흥덕고,주성고,청주대성고,봉명고,충대사대부고
965,남,봉명고,충대사대부고,주성고,금천고,상당고,청주신흥고,서원고
966,남,청주신흥고,서원고,금천고,주성고,충대사대부고,운호고,청주고
967,남,청주대성고,충대사대부고,상당고,흥덕고,청주신흥고,주성고,충북고
968,남,청주고,운호고,흥덕고,청석고,서원고,청주신흥고,청주대성고
969,남,흥덕고,봉명고,상당고,청주대성고,충북고,운호고,충대사대부고
970,남,세광고,주성고,청주고,충북고,충대사대부고,흥덕고,금천고
971,남,주성고,봉명고,상당고,운호고,청주대성고,흥덕고,금천고
972,남,청주신흥고,상당고,흥덕고,청석고,청주고,운호고,금천고
973,남,충북고,운호고,봉명고,청석고,청주대성고,청주고,주성고
974,남,상당고,서원고,세광고,청주신흥고,봉명고,충대사대부고,금천고
975,남,충대사대부고,서원고,청주대성고,금천고,청석고,흥덕고,상당고
976,남,충북고,청주고,청주대성고,상당고,운호고,흥덕고,세광고
977,남,청석고,청주대성고,주성고,세광고,봉명고,흥덕고,충북고
978,남,상당고,서원고,금천고,봉명고,청주대성고,흥덕고,주성고
979,남,금천고,서원고,충대사대부고,흥덕고,세광고,청주신흥고,청주대성고
980,남,청석고,금천고,운호고,서원고,주성고,상당고,청주신흥고
981,남,충북고,청주신흥고,청주대성고,청주고,주성고,서원고,청석고
982,남,상당고,운호고,충북고,청주대성고,청석고,봉명고,서원고
983,남,운호고,봉명고,청주대성고,청주신흥고,세광고,청석고,서원고
984,남,청주대성고,운호고,흥덕고,주성고,청석고,청주신흥고,봉명고
985,남,충대사대부고,흥덕고,청주대성고,청주신흥고,충북고,서원고,세광고
986,남,봉명고,흥덕고,청주대성고,서원고,충대사대부고,충북고,주성고
987,남,충대사대부고,운호고,세광고,청주고,금천고,청석고,청주대성고
988,남,서원고,충북고,청주신흥고,흥덕고,청주대성고,청석고,충대사대부고
989,남,청석고,충북고,주성고,금천고,서원고,청주대성고,봉명고
990,남,운호고,상당고,흥덕고,청석고,서원고,봉명고,청주신흥고
991,남,충북고,운호고,금천고,청주대성고,서원고,청주고,봉명고
992,남,충북고,청주고,청주신흥고,청석고,상당고,청주대성고,세광고
993,남,청주고,충북고,상당고,금천고,청주대성고,봉명고,세광고
994,남,충북고,흥덕고,금천고,봉명고,주성고,상당고,충대사대부고
995,남,청주신흥고,상당고,청주대성고,충북고,충대사대부고,청석고,청주고
996,남,청주대성고,충북고,상당고,충대사대부고,운호고,청주신흥고,세광고
997,남,금천고,서원고,봉명고,청석고,청주고,세광고,청주대성고
998,남,봉명고,세광고,청주대성고,청주고,서원고,청주신흥고,흥덕고
999,남,주성고,충대사대부고,봉명고,금천고,세광고,청주고,운호고
1000,남,봉명고,청주대성고,충북고,세광고,상당고,금천고,운호고
1001,남,충북고,청주신흥고,청주대성고,주성고,흥덕고,서원고,세광고
1002,남,금천고,봉명고,서원고,운호고,충대사대부고,주성고,청주신흥고
1003,남,청주신흥고,흥덕고,봉명고,금천고,세광고,주성고,서원고
1004,남,충북고,봉명고,청주고,청석고,세광고,운호고,주성고
1005,남,상당고,봉명고,청주고,금천고,충대사대부고,청석고,세광고
1006,남,충대사대부고,세광고,청주대성고,봉명고,운호고,충북고,상당고
1007,남,봉명고,청주고,청주신흥고,충북고,세광고,충대사대부고,운호고
1008,남,충북고,상당고,금천고,청주고,운호고,청주신흥고,청석고
1009,남,운호고,청주신흥고,충북고,세광고,금천고,충대사대부고,서원고
1010,남,상당고,청주신흥고,금천고,청주고,청석고,주성고,흥덕고
1011,남,봉명고,세광고,서원고,흥덕고,청주대성고,청주고,충북고
1012,남,상당고,청주신흥고,세광고,주성고,청석고,청주대성고,운호고
1013,남,충대사대부고,주성고,청주대성고,청주신흥고,청석고,흥덕고,상당고
1014,남,운호고,청주신흥고,주성고,청주대성고,충북고,서원고,금천고
1015,남,청석고,청주신흥고,청주대성고,청주고,서원고,충대사대부고,흥덕고
1016,남,운호고,충북고,금천고,청주대성고,청주고,봉명고,충대사대부고
1017,남,봉명고,주성고,금천고,청주고,청주대성고,상당고,흥덕고
1018,남,상당고,서원고,청주고,봉명고,운호고,청주대성고,청석고
1019,남,상당고,세광고,청석고,봉명고,청주고,충대사대부고,서원고
1020,남,세광고,주성고,충북고,봉명고,청주대성고,흥덕고,금천고
1021,남,금천고,세광고,서원고,상당고,충대사대부고,주성고,운호고
1022,남,충대사대부고,청주대성고,충북고,금천고,세광고,청주신흥고,청주고
1023,남,서원고,청석고,운호고,세광고,봉명고,충북고,금천고
1024,남,주성고,청주고,봉명고,운호고,세광고,충대사대부고,흥덕고
1025,남,청주신흥고,상당고,충대사대부고,금천고,흥덕고,주성고,청주대성고
1026,남,서원고,흥덕고,봉명고,충대사대부고,운호고,청주신흥고,주성고
1027,남,운호고,청주고,충북고,청주대성고,봉명고,청주신흥고,흥덕고
1028,남,금천고,충대사대부고,운호고,흥덕고,상당고,충북고,청석고
1029,남,흥덕고,상당고,청주고,충대사대부고,봉명고,금천고,운호고
1030,남,상당고,세광고,충북고,운호고,봉명고,청주대성고,청석고
1031,남,금천고,흥덕고,봉명고,주성고,청석고,세광고,청주고
1032,남,흥덕고,상당고,청주대성고,충북고,충대사대부고,주성고,봉명고
1033,남,충북고,주성고,상당고,청석고,서원고,금천고,청주신흥고
1034,남,청주고,청주대성고,상당고,충북고,청주신흥고,충대사대부고,금천고
1035,남,청주신흥고,청석고,주성고,봉명고,서원고,충북고,충대사대부고
1036,남,청주대성고,청주고,주성고,상당고,청주신흥고,금천고,충북고
1037,남,충대사대부고,주성고,세광고,흥덕고,봉명고,금천고,청주고
1038,남,운호고,청석고,청주신흥고,봉명고,청주고,흥덕고,주성고
1039,남,상당고,청주대성고,운호고,흥덕고,청석고,봉명고,금천고
1040,남,봉명고,운호고,흥덕고,청주고,충대사대부고,청석고,청주대성고
1041,남,충대사대부고,청석고,충북고,주성고,상당고,봉명고,청주고
1042,남,청주신흥고,청석고,운호고,금천고,서원고,충대사대부고,주성고
1043,남,서원고,청주신흥고,충북고,세광고,청석고,흥덕고,상당고
1044,남,청주대성고,충대사대부고,주성고,청주신흥고,운호고,서원고,상당고
1045,남,청주고,세광고,주성고,청주신흥고,서원고,청주대성고,충북고
1046,남,충대사대부고,흥덕고,청석고,청주대성고,주성고,세광고,청주고
1047,남,상당고,흥덕고,청석고,세광고,충북고,청주신흥고,청주대성고
1048,남,세광고,충대사대부고,금천고,청석고,청주신흥고,주성고,상당고
1049,남,청주대성고,운호고,봉명고,흥덕고,충북고,세광고,청석고
1050,남,상당고,세광고,봉명고,충북고,흥덕고,청주신흥고,청주고
1051,남,충북고,주성고,청주대성고,상당고,청석고,운호고,서원고
1052,남,청주대성고,충대사대부고,세광고,운호고,충북고,청주신흥고,흥덕고
1053,남,운호고,상당고,세광고,주성고,흥덕고,청주신흥고,봉명고
1054,남,충북고,청주고,봉명고,주성고,상당고,청주대성고,세광고
1055,남,청주대성고,충북고,상당고,청주신흥고,세광고,주성고,청주고
1056,남,청석고,서원고,봉명고,청주신흥고,금천고,흥덕고,주성고
1057,남,운호고,청주대성고,청석고,청주신흥고,세광고,금천고,봉명고
1058,남,봉명고,충대사대부고,청주고,흥덕고,청주신흥고,운호고,주성고
1059,남,흥덕고,서원고,세광고,상당고,운호고,충대사대부고,충북고
1060,남,주성고,흥덕고,청주대성고,충대사대부고,청주신흥고,봉명고,충북고
1061,남,청석고,청주신흥고,충북고,청주대성고,서원고,상당고,청주고
1062,남,청주대성고,서원고,청주신흥고,충북고,운호고,충대사대부고,흥덕고
1063,남,운호고,봉명고,서원고,청석고,주성고,세광고,청주고
1064,남,봉명고,운호고,흥덕고,충대사대부고,청주신흥고,청주고,세광고
1065,남,청주대성고,세광고,충대사대부고,청석고,충북고,청주고,금천고
1066,남,서원고,상당고,청주대성고,충북고,청주고,충대사대부고,세광고
1067,남,서원고,운호고,봉명고,충대사대부고,청석고,청주고,청주대성고
1068,남,충북고,청석고,봉명고,주성고,세광고,서원고,청주신흥고
1069,남,상당고,흥덕고,청주고,충북고,주성고,청주신흥고,청주대성고
1070,남,충북고,상당고,주성고,금천고,흥덕고,운호고,청주대성고
1071,남,주성고,청주대성고,흥덕고,금천고,청주신흥고,충북고,상당고
1072,남,운호고,청주대성고,흥덕고,청주신흥고,상당고,청주고,금천고
1073,남,흥덕고,상당고,청주고,세광고,봉명고,청주신흥고,충북고
1074,남,봉명고,주성고,충대사대부고,청주신흥고,세광고,충북고,금천고
1075,남,봉명고,흥덕고,서원고,청주대성고,상당고,청주고,세광고
1076,남,충북고,충대사대부고,봉명고,운호고,청석고,상당고,주성고
1077,남,충대사대부고,상당고,청주신흥고,봉명고,운호고,흥덕고,서원고
1078,남,청주고,봉명고,충북고,충대사대부고,주성고,세광고,청석고
1079,남,서원고,봉명고,상당고,청주신흥고,충대사대부고,운호고,금천고
1080,남,흥덕고,충대사대부고,서원고,봉명고,상당고,청석고,금천고
1081,남,봉명고,청석고,청주신흥고,상당고,흥덕고,주성고,세광고
1082,남,청주신흥고,금천고,상당고,운호고,세광고,흥덕고,봉명고
1083,남,주성고,청주대성고,상당고,봉명고,충북고,세광고,흥덕고
1084,남,봉명고,충북고,청주대성고,서원고,금천고,청주신흥고,청주고
1085,남,충대사대부고,운호고,청주신흥고,금천고,봉명고,흥덕고,청석고
1086,남,운호고,상당고,세광고,청주대성고,청주신흥고,금천고,충북고
1087,남,청주대성고,봉명고,흥덕고,서원고,상당고,충북고,운호고
1088,남,청주고,상당고,운호고,충대사대부고,주성고,세광고,금천고
1089,남,청주신흥고,금천고,충북고,청주대성고,운호고,청석고,주성고
1090,남,주성고,청주대성고,봉명고,흥덕고,청주고,청주신흥고,충대사대부고
1091,남,청주고,청주대성고,충대사대부고,주성고,운호고,금천고,세광고
1092,남,주성고,충북고,청주고,청주대성고,봉명고,충대사대부고,청석고
1093,남,금천고,상당고,청주신흥고,청석고,흥덕고,세광고,주성고
1094,남,청주고,충대사대부고,상당고,봉명고,금천고,세광고,흥덕고
1095,남,서원고,금천고,청주신흥고,충북고,상당고,충대사대부고,주성고
1096,남,충북고,세광고,청주대성고,청주신흥고,봉명고,충대사대부고,흥덕고
1097,남,충대사대부고,상당고,운호고,충북고,서원고,세광고,봉명고
1098,남,금천고,청석고,세광고,주성고,흥덕고,충북고,충대사대부고
1099,남,상당고,청주대성고,충대사대부고,청주신흥고,충북고,세광고,서원고
1100,남,봉명고,흥덕고,금천고,상당고,세광고,충북고,청주신흥고
1101,남,충북고,충대사대부고,청주대성고,청석고,주성고,운호고,세광고
1102,남,세광고,주성고,금천고,상당고,충대사대부고,청주고,흥덕고
1103,남,충북고,청주신흥고,청석고,흥덕고,주성고,운호고,금천고
1104,남,충대사대부고,상당고,금천고,봉명고,충북고,세광고,흥덕고
1105,남,청석고,청주고,주성고,충대사대부고,청주대성고,봉명고,금천고
1106,남,청주대성고,서원고,봉명고,운호고,청석고,청주고,청주신흥고
1107,남,운호고,세광고,주성고,흥덕고,청주신흥고,청석고,청주고
1108,남,세광고,상당고,금천고,청주고,운호고,청주대성고,청석고
1109,남,봉명고,청석고,세광고,청주신흥고,청주대성고,청주고,서원고
1110,남,봉명고,청주대성고,세광고,금천고,상당고,청석고,서원고
1111,남,청석고,충대사대부고,청주대성고,흥덕고,운호고,상당고,금천고
1112,남,주성고,청주신흥고,서원고,충북고,흥덕고,상당고,운호고
1113,남,운호고,충북고,금천고,주성고,청주고,상당고,흥덕고
1114,남,흥덕고,상당고,청주신흥고,충대사대부고,주성고,청주대성고,충북고
1115,남,흥덕고,봉명고,충대사대부고,청주고,충북고,세광고,주성고
1116,남,청주대성고,세광고,금천고,상당고,청석고,충대사대부고,서원고
1117,남,금천고,서원고,봉명고,청석고,청주고,운호고,주성고
1118,남,청주고,주성고,봉명고,세광고,금천고,청주신흥고,흥덕고
1119,남,흥덕고,주성고,세광고,청주대성고,충대사대부고,충북고,봉명고
1120,남,운호고,청주신흥고,충대사대부고,세광고,봉명고,주성고,서원고
1121,남,세광고,봉명고,충대사대부고,운호고,청주고,청주신흥고,청석고
1122,남,세광고,운호고,청주고,서원고,주성고,청주대성고,충대사대부고
1123,남,서원고,세광고,청석고,상당고,봉명고,청주고,주성고
1124,남,상당고,충대사대부고,서원고,봉명고,청주대성고,흥덕고,충북고
1125,남,운호고,금천고,서원고,주성고,충대사대부고,충북고,청석고
1126,남,주성고,청석고,세광고,서원고,청주고,금천고,청주신흥고
1127,남,서원고,청주신흥고,금천고,충북고,청주고,청석고,청주대성고
1128,남,세광고,금천고,충북고,청주대성고,봉명고,흥덕고,주성고
1129,남,상당고,운호고,세광고,청주대성고,금천고,충북고,청주신흥고
1130,남,주성고,청주대성고,흥덕고,청석고,청주고,충북고,상당고
1131,남,흥덕고,운호고,서원고,봉명고,금천고,청주신흥고,청주고
1132,남,흥덕고,청주대성고,상당고,운호고,청주고,세광고,청주신흥고
1133,남,청주신흥고,봉명고,충대사대부고,운호고,주성고,흥덕고,세광고
1134,남,세광고,청주신흥고,봉명고,금천고,운호고,서원고,청주고
1135,남,청주신흥고,운호고,청주대성고,봉명고,주성고,청석고,상당고
1136,남,청석고,금천고,흥덕고,상당고,서원고,운호고,청주고
1137,남,서원고,세광고,주성고,충북고,봉명고,상당고,청주대성고
1138,남,청주대성고,금천고,서원고,청주고,세광고,충북고,봉명고
1139,남,충북고,봉명고,상당고,청주대성고,청주고,청주신흥고,충대사대부고
1140,남,흥덕고,충대사대부고,청주고,충북고,주성고,청석고,청주신흥고
1141,남,상당고,운호고,흥덕고,주성고,서원고,청주고,세광고
1142,남,세광고,봉명고,청주대성고,충북고,서원고,상당고,주성고
1143,남,충북고,흥덕고,청주고,운호고,주성고,금천고,상당고
1144,남,청석고,청주대성고,충북고,세광고,충대사대부고,봉명고,운호고
1145,남,금천고,청석고,충대사대부고,세광고,운호고,주성고,충북고
1146,남,주성고,청주신흥고,청주대성고,청주고,흥덕고,충북고,충대사대부고
1147,남,세광고,청석고,청주대성고,충북고,상당고,주성고,운호고
1148,남,청주대성고,주성고,서원고,충북고,청석고,청주신흥고,상당고
1149,남,청석고,서원고,청주신흥고,세광고,충북고,운호고,청주대성고
1150,남,주성고,청주고,세광고,서원고,충대사대부고,흥덕고,충북고
1151,남,흥덕고,금천고,청석고,충북고,서원고,충대사대부고,상당고
1152,남,봉명고,운호고,서원고,금천고,상당고,세광고,충대사대부고
1153,남,청주신흥고,충대사대부고,충북고,세광고,상당고,봉명고,청주대성고
1154,남,서원고,청석고,충대사대부고,주성고,청주대성고,충북고,청주고
1155,남,청주고,청주신흥고,서원고,세광고,충대사대부고,주성고,청주대성고
1156,남,금천고,상당고,청주고,충대사대부고,운호고,청석고,서원고
1157,남,세광고,흥덕고,충대사대부고,금천고,청주대성고,청주신흥고,청주고
1158,남,상당고,청주대성고,운호고,청주고,충북고,서원고,청석고
1159,남,흥덕고,청주신흥고,운호고,봉명고,충대사대부고,세광고,청석고
1160,남,청주대성고,흥덕고,서원고,주성고,세광고,청주신흥고,충대사대부고
1161,남,흥덕고,서원고,주성고,상당고,충북고,청주대성고,금천고
1162,남,청석고,금천고,충북고,서원고,충대사대부고,흥덕고,세광고
1163,남,청주신흥고,충북고,청주고,운호고,청주대성고,주성고,봉명고
1164,남,상당고,충대사대부고,금천고,운호고,충북고,세광고,서원고
1165,남,봉명고,운호고,충대사대부고,흥덕고,세광고,상당고,청주고
1166,남,서원고,세광고,청석고,흥덕고,청주대성고,상당고,주성고
1167,남,충북고,금천고,세광고,봉명고,청주고,청석고,운호고
1168,남,봉명고,청주대성고,충북고,세광고,금천고,주성고,청주신흥고
1169,남,서원고,충북고,청주대성고,운호고,주성고,봉명고,청주고
1170,남,청주고,충북고,세광고,운호고,청주신흥고,상당고,주성고
1171,남,봉명고,청주신흥고,청주대성고,상당고,청주고,세광고,충대사대부고
1172,남,금천고,운호고,청주대성고,상당고,충대사대부고,서원고,흥덕고
