STD_ID,GND,SCR,PRE1,PRE2,PRE3,PRE4,PRE5,PRE6,PRE7,YEAR_INFO
804,남,0.13581,서원고,세광고,청주대성고,청주신흥고,상당고,충대사대부고,충북고,2023
805,남,0.42701,주성고,청주대성고,흥덕고,운호고,충북고,서원고,청석고,2023
806,남,0.14549,서원고,운호고,주성고,청주신흥고,청석고,흥덕고,봉명고,2023
807,남,0.48273,흥덕고,금천고,충대사대부고,세광고,상당고,주성고,서원고,2023
808,남,0.4716,운호고,흥덕고,서원고,봉명고,청주대성고,충북고,충대사대부고,2023
809,남,0.39194,상당고,주성고,흥덕고,충북고,충대사대부고,청주대성고,청주고,2023
810,남,0.47875,청주고,세광고,흥덕고,운호고,청주대성고,충북고,주성고,2023
811,남,0.14706,청석고,운호고,충대사대부고,상당고,흥덕고,세광고,청주신흥고,2023
812,남,0.38699,주성고,청석고,상당고,청주신흥고,청주고,세광고,봉명고,2023
813,남,0.11293,금천고,주성고,충북고,봉명고,서원고,상당고,청석고,2023
814,남,0.31754,금천고,충대사대부고,충북고,청주고,청주대성고,흥덕고,세광고,2023
815,남,0.48521,주성고,상당고,청주대성고,흥덕고,청주신흥고,충북고,청주고,2023
816,남,0.15112,청주대성고,청주신흥고,충북고,청석고,운호고,금천고,흥덕고,2023
817,남,0.30682,청주고,충북고,운호고,봉명고,청주대성고,주성고,청석고,2023
818,남,0.11757,흥덕고,금천고,운호고,서원고,충북고,청주고,청주대성고,2023
819,남,0.13607,흥덕고,청주고,충대사대부고,운호고,상당고,청석고,청주대성고,2023
820,남,0.25957,청석고,서원고,흥덕고,금천고,세광고,주성고,운호고,2023
821,남,0.19174,금천고,충대사대부고,청석고,흥덕고,주성고,상당고,세광고,2023
822,남,0.15788,청주신흥고,서원고,세광고,주성고,상당고,청주대성고,청주고,2023
823,남,0.38177,운호고,청주신흥고,상당고,세광고,주성고,청주대성고,충북고,2023
824,남,0.44628,운호고,주성고,청주대성고,청석고,세광고,금천고,청주고,2023
825,남,0.28079,서원고,충북고,금천고,청석고,운호고,봉명고,주성고,2023
826,남,0.16329,주성고,흥덕고,세광고,금천고,청주고,서원고,청주대성고,2023
827,남,0.18051,청주고,운호고,충북고,주성고,상당고,서원고,금천고,2023
828,남,0.35404,청주대성고,청주고,운호고,흥덕고,충북고,세광고,금천고,2023
829,남,0.29018,세광고,금천고,상당고,봉명고,주성고,운호고,서원고,2023
830,남,0.17076,청주고,청석고,세광고,청주신흥고,흥덕고,서원고,주성고,2023
831,남,0.20941,청석고,운호고,주성고,봉명고,청주대성고,세광고,충대사대부고,2023
832,남,0.21701,금천고,충대사대부고,청주신흥고,충북고,청주대성고,청석고,운호고,2023
833,남,0.12296,상당고,청주고,흥덕고,금천고,충북고,충대사대부고,봉명고,2023
834,남,0.1569,청주대성고,상당고,세광고,봉명고,서원고,청주고,충대사대부고,2023
835,남,0.11798,주성고,서원고,흥덕고,청주대성고,청석고,금천고,청주고,2023
836,남,0.10295,청주고,청주대성고,운호고,세광고,흥덕고,청석고,금천고,2023
837,남,0.20322,주성고,상당고,충북고,서원고,세광고,흥덕고,운호고,2023
838,남,0.27041,봉명고,상당고,흥덕고,금천고,주성고,청주대성고,청주신흥고,2023
839,남,0.35902,청주대성고,충북고,흥덕고,상당고,세광고,주성고,청주신흥고,2023
840,남,0.11463,운호고,주성고,봉명고,서원고,청석고,청주고,충북고,2023
841,남,0.17232,상당고,서원고,금천고,흥덕고,충대사대부고,충북고,세광고,2023
842,남,0.18347,상당고,주성고,청주대성고,흥덕고,봉명고,청주고,청주신흥고,2023
843,남,0.48818,충북고,청주신흥고,주성고,상당고,운호고,청주대성고,서원고,2023
844,남,0.19884,충대사대부고,상당고,청석고,주성고,흥덕고,서원고,운호고,2023
845,남,0.16545,금천고,청주대성고,세광고,충대사대부고,봉명고,청석고,흥덕고,2023
846,남,0.24473,청주신흥고,운호고,청주대성고,충북고,금천고,세광고,상당고,2023
847,남,0.40067,상당고,세광고,봉명고,운호고,청주고,금천고,흥덕고,2023
848,남,0.48772,운호고,상당고,청석고,청주고,충대사대부고,주성고,서원고,2023
849,남,0.1076,세광고,금천고,상당고,서원고,운호고,청석고,충대사대부고,2023
850,남,0.19775,주성고,청석고,서원고,금천고,청주신흥고,운호고,청주고,2023
851,남,0.14009,흥덕고,청주고,상당고,운호고,충북고,청주대성고,봉명고,2023
852,남,0.19207,봉명고,상당고,세광고,청주신흥고,청주대성고,청석고,충북고,2023
853,남,0.49295,충북고,청주고,운호고,청석고,상당고,청주대성고,흥덕고,2023
854,남,0.25965,청주대성고,충북고,주성고,청주고,서원고,상당고,청석고,2023
855,남,0.17283,청주신흥고,충대사대부고,봉명고,청주고,서원고,주성고,청석고,2023
856,남,0.40423,청주고,금천고,청주신흥고,봉명고,흥덕고,주성고,청주대성고,2023
857,남,0.40327,충북고,봉명고,흥덕고,주성고,세광고,운호고,청주대성고,2023
858,남,0.2761,청석고,충북고,청주신흥고,주성고,상당고,서원고,흥덕고,2023
859,남,0.26763,서원고,청석고,상당고,충대사대부고,세광고,청주대성고,청주고,2023
860,남,0.19062,운호고,청석고,금천고,청주고,세광고,청주대성고,서원고,2023
861,남,0.45279,청석고,청주신흥고,상당고,세광고,충대사대부고,흥덕고,청주대성고,2023
862,남,0.12996,서원고,금천고,청주신흥고,봉명고,충대사대부고,청주고,청주대성고,2023
863,남,0.12811,청주신흥고,충대사대부고,청주대성고,청주고,금천고,운호고,봉명고,2023
864,남,0.33762,청주신흥고,금천고,충대사대부고,주성고,서원고,청주대성고,흥덕고,2023
865,남,0.42806,운호고,세광고,청주고,충북고,청주신흥고,금천고,흥덕고,2023
866,남,0.49887,금천고,충북고,서원고,운호고,흥덕고,상당고,청주대성고,2023
867,남,0.11747,청석고,주성고,상당고,운호고,서원고,청주신흥고,봉명고,2023
868,남,0.34496,봉명고,주성고,금천고,세광고,청주신흥고,청석고,운호고,2023
869,남,0.37917,충북고,청주신흥고,주성고,흥덕고,금천고,청석고,청주대성고,2023
870,남,0.11951,청석고,상당고,흥덕고,청주신흥고,주성고,서원고,청주대성고,2023
871,남,0.15633,운호고,충북고,청주신흥고,청주대성고,세광고,청주고,청석고,2023
872,남,0.29742,청주고,봉명고,흥덕고,충대사대부고,충북고,운호고,청주신흥고,2023
873,남,0.41736,세광고,충북고,흥덕고,서원고,충대사대부고,청석고,주성고,2023
874,남,0.1566,청석고,봉명고,충북고,서원고,세광고,청주대성고,청주고,2023
875,남,0.11799,세광고,청주신흥고,청주고,충북고,청주대성고,청석고,충대사대부고,2023
876,남,0.26731,흥덕고,청주신흥고,서원고,상당고,청석고,금천고,청주대성고,2023
877,남,0.21523,청석고,금천고,운호고,청주대성고,서원고,충북고,흥덕고,2023
878,남,0.23947,흥덕고,상당고,청주신흥고,청석고,운호고,서원고,주성고,2023
879,남,0.2945,봉명고,청주신흥고,청주대성고,금천고,주성고,흥덕고,충대사대부고,2023
880,남,0.2386,금천고,상당고,충북고,서원고,흥덕고,청석고,청주고,2023
881,남,0.47345,충대사대부고,봉명고,세광고,청주신흥고,주성고,청주대성고,청주고,2023
882,남,0.18695,상당고,서원고,봉명고,충대사대부고,청주대성고,청주신흥고,금천고,2023
883,남,0.28364,금천고,주성고,청주신흥고,청주대성고,충북고,세광고,서원고,2023
884,남,0.42608,청주고,상당고,서원고,청주신흥고,청석고,세광고,봉명고,2023
885,남,0.43176,운호고,금천고,청주고,청석고,흥덕고,충북고,봉명고,2023
886,남,0.39515,청주대성고,청주고,청주신흥고,충북고,금천고,운호고,흥덕고,2023
887,남,0.13349,상당고,서원고,주성고,세광고,청주고,청석고,청주대성고,2023
888,남,0.3744,흥덕고,청주신흥고,운호고,충대사대부고,충북고,청석고,봉명고,2023
889,남,0.16871,상당고,서원고,주성고,봉명고,금천고,세광고,청주대성고,2023
890,남,0.12279,청주고,상당고,청주신흥고,서원고,충북고,운호고,봉명고,2023
891,남,0.24241,봉명고,청주고,청주대성고,세광고,청주신흥고,충북고,운호고,2023
892,남,0.38475,충대사대부고,청석고,주성고,청주신흥고,운호고,흥덕고,서원고,2023
893,남,0.2117,상당고,운호고,흥덕고,충북고,서원고,주성고,금천고,2023
894,남,0.10748,운호고,충대사대부고,청주고,세광고,상당고,봉명고,금천고,2023
895,남,0.10552,봉명고,청주신흥고,주성고,청주고,청석고,금천고,충북고,2023
896,남,0.14718,청주신흥고,주성고,청주대성고,세광고,흥덕고,봉명고,청석고,2023
897,남,0.28909,서원고,충북고,주성고,세광고,금천고,봉명고,청석고,2023
898,남,0.44112,청석고,청주신흥고,서원고,청주대성고,세광고,봉명고,흥덕고,2023
899,남,0.21314,청주고,세광고,서원고,주성고,운호고,청주신흥고,충북고,2023
900,남,0.30189,상당고,충대사대부고,세광고,청주대성고,운호고,청주신흥고,충북고,2023
901,남,0.36678,세광고,상당고,청주고,봉명고,충북고,충대사대부고,주성고,2023
902,남,0.40228,금천고,청주신흥고,주성고,서원고,봉명고,충대사대부고,세광고,2023
903,남,0.19636,봉명고,청석고,상당고,주성고,흥덕고,세광고,서원고,2023
904,남,0.27099,청주고,충대사대부고,청주신흥고,운호고,주성고,상당고,흥덕고,2023
905,남,0.32516,충북고,충대사대부고,운호고,청석고,상당고,서원고,청주대성고,2023
906,남,0.40833,금천고,주성고,서원고,청주대성고,운호고,청주고,청주신흥고,2023
907,남,0.29693,청석고,충북고,청주고,세광고,청주신흥고,금천고,운호고,2023
908,남,0.42537,운호고,서원고,청석고,청주고,흥덕고,청주신흥고,봉명고,2023
909,남,0.18376,운호고,청석고,충북고,세광고,청주고,상당고,금천고,2023
910,남,0.43146,주성고,충대사대부고,상당고,충북고,금천고,운호고,세광고,2023
911,남,0.39016,서원고,청석고,청주대성고,세광고,충대사대부고,흥덕고,청주신흥고,2023
912,남,0.42885,금천고,청석고,청주신흥고,주성고,흥덕고,충북고,세광고,2023
913,남,0.14957,청주신흥고,주성고,서원고,상당고,청주고,청석고,흥덕고,2023
914,남,0.42056,운호고,상당고,충북고,주성고,세광고,금천고,청주신흥고,2023
915,남,0.10249,충북고,청주대성고,흥덕고,청석고,청주신흥고,금천고,세광고,2023
916,남,0.32941,충북고,주성고,세광고,서원고,충대사대부고,금천고,상당고,2023
917,남,0.38893,봉명고,세광고,금천고,충북고,청주대성고,상당고,운호고,2023
918,남,0.16612,세광고,충대사대부고,봉명고,청주고,운호고,충북고,흥덕고,2023
919,남,0.32158,서원고,봉명고,청석고,세광고,충대사대부고,금천고,운호고,2023
920,남,0.10234,청주고,주성고,청석고,서원고,상당고,봉명고,운호고,2023
921,남,0.11371,청주대성고,충북고,봉명고,청주고,흥덕고,운호고,세광고,2023
922,남,0.12129,충북고,충대사대부고,운호고,흥덕고,주성고,서원고,청석고,2023
923,남,0.43968,운호고,청주대성고,서원고,봉명고,상당고,청주신흥고,충북고,2023
924,남,0.16058,금천고,봉명고,서원고,세광고,충대사대부고,흥덕고,청주신흥고,2023
925,남,0.25318,운호고,세광고,상당고,청주신흥고,서원고,청주고,청석고,2023
926,남,0.38346,세광고,봉명고,흥덕고,충대사대부고,청주신흥고,청주고,상당고,2023
927,남,0.30308,청석고,흥덕고,청주고,서원고,충대사대부고,청주신흥고,상당고,2023
928,남,0.27631,상당고,서원고,충북고,청주신흥고,운호고,충대사대부고,주성고,2023
929,남,0.16253,청석고,서원고,충북고,상당고,봉명고,운호고,청주신흥고,2023
930,남,0.19175,충북고,청주대성고,상당고,세광고,금천고,청주고,충대사대부고,2023
931,남,0.39577,청주고,청주신흥고,서원고,흥덕고,청주대성고,금천고,주성고,2023
932,남,0.40396,청주고,운호고,충북고,상당고,흥덕고,세광고,서원고,2023
933,남,0.47113,세광고,금천고,청석고,청주고,청주대성고,충대사대부고,흥덕고,2023
934,남,0.15902,주성고,서원고,청주고,청주신흥고,상당고,충북고,세광고,2023
935,남,0.25039,봉명고,흥덕고,운호고,청석고,주성고,청주고,상당고,2023
936,남,0.4225,충북고,흥덕고,서원고,금천고,주성고,충대사대부고,청주신흥고,2023
937,남,0.38165,청석고,운호고,금천고,청주대성고,흥덕고,충대사대부고,세광고,2023
938,남,0.23699,봉명고,금천고,청석고,상당고,서원고,청주고,흥덕고,2023
939,남,0.37923,상당고,청주신흥고,충대사대부고,청석고,주성고,봉명고,세광고,2023
940,남,0.46439,충북고,세광고,금천고,상당고,운호고,흥덕고,청주대성고,2023
941,남,0.31572,운호고,충북고,세광고,금천고,청주신흥고,청석고,청주고,2023
942,남,0.40321,흥덕고,청석고,주성고,충대사대부고,청주고,상당고,충북고,2023
943,남,0.36822,청주신흥고,세광고,상당고,청석고,청주대성고,운호고,서원고,2023
944,남,0.30859,서원고,상당고,세광고,운호고,청주대성고,금천고,봉명고,2023
945,남,0.26184,충대사대부고,세광고,청주고,금천고,청주대성고,서원고,상당고,2023
946,남,0.41761,상당고,흥덕고,청주대성고,청석고,금천고,세광고,충대사대부고,2023
947,남,0.19733,흥덕고,운호고,주성고,충북고,청석고,봉명고,세광고,2023
948,남,0.13617,청주신흥고,금천고,흥덕고,상당고,청석고,세광고,주성고,2023
949,남,0.35834,상당고,금천고,충대사대부고,운호고,청주신흥고,서원고,청주대성고,2023
950,남,0.27981,청주고,청석고,서원고,충북고,상당고,운호고,금천고,2023
951,남,0.10932,상당고,금천고,청주고,청주대성고,충북고,봉명고,흥덕고,2023
952,남,0.4717,운호고,청주대성고,청석고,봉명고,청주신흥고,흥덕고,서원고,2023
953,남,0.10179,봉명고,청주대성고,금천고,청주고,청주신흥고,상당고,흥덕고,2023
954,남,0.17637,청석고,운호고,청주신흥고,서원고,흥덕고,청주대성고,청주고,2023
955,남,0.20538,청석고,청주신흥고,청주대성고,주성고,금천고,세광고,봉명고,2023
956,남,0.20051,봉명고,청주고,주성고,상당고,금천고,세광고,서원고,2023
957,남,0.27661,충대사대부고,세광고,청석고,운호고,주성고,상당고,서원고,2023
958,남,0.17587,청주대성고,흥덕고,서원고,청주고,봉명고,청주신흥고,세광고,2023
959,남,0.33089,청주신흥고,충대사대부고,봉명고,서원고,금천고,청주고,세광고,2023
960,남,0.10735,금천고,청주고,상당고,충대사대부고,운호고,흥덕고,청석고,2023
961,남,0.24302,청주고,청석고,청주대성고,서원고,상당고,봉명고,금천고,2023
962,남,0.42972,주성고,세광고,충대사대부고,서원고,흥덕고,충북고,청주신흥고,2023
963,남,0.32751,청주대성고,청주고,서원고,흥덕고,충북고,세광고,충대사대부고,2023
964,남,0.11657,청주신흥고,운호고,흥덕고,주성고,청주대성고,봉명고,충대사대부고,2023
965,남,0.34978,봉명고,충대사대부고,주성고,금천고,상당고,청주신흥고,서원고,2023
966,남,0.43184,청주신흥고,서원고,금천고,주성고,충대사대부고,운호고,청주고,2023
967,남,0.19861,청주대성고,충대사대부고,상당고,흥덕고,청주신흥고,주성고,충북고,2023
968,남,0.17472,청주고,운호고,흥덕고,청석고,서원고,청주신흥고,청주대성고,2023
969,남,0.3345,흥덕고,봉명고,상당고,청주대성고,충북고,운호고,충대사대부고,2023
970,남,0.43972,세광고,주성고,청주고,충북고,충대사대부고,흥덕고,금천고,2023
971,남,0.26742,주성고,봉명고,상당고,운호고,청주대성고,흥덕고,금천고,2023
972,남,0.44128,청주신흥고,상당고,흥덕고,청석고,청주고,운호고,금천고,2023
973,남,0.19912,충북고,운호고,봉명고,청석고,청주대성고,청주고,주성고,2023
974,남,0.47493,상당고,서원고,세광고,청주신흥고,봉명고,충대사대부고,금천고,2023
975,남,0.35145,충대사대부고,서원고,청주대성고,금천고,청석고,흥덕고,상당고,2023
976,남,0.23067,충북고,청주고,청주대성고,상당고,운호고,흥덕고,세광고,2023
977,남,0.14507,청석고,청주대성고,주성고,세광고,봉명고,흥덕고,충북고,2023
978,남,0.40195,상당고,서원고,금천고,봉명고,청주대성고,흥덕고,주성고,2023
979,남,0.41503,금천고,서원고,충대사대부고,흥덕고,세광고,청주신흥고,청주대성고,2023
980,남,0.36056,청석고,금천고,운호고,서원고,주성고,상당고,청주신흥고,2023
981,남,0.41803,충북고,청주신흥고,청주대성고,청주고,주성고,서원고,청석고,2023
982,남,0.47395,상당고,운호고,충북고,청주대성고,청석고,봉명고,서원고,2023
983,남,0.48174,운호고,봉명고,청주대성고,청주신흥고,세광고,청석고,서원고,2023
984,남,0.46698,청주대성고,운호고,흥덕고,주성고,청석고,청주신흥고,봉명고,2023
985,남,0.1397,충대사대부고,흥덕고,청주대성고,청주신흥고,충북고,서원고,세광고,2023
986,남,0.33104,봉명고,흥덕고,청주대성고,서원고,충대사대부고,충북고,주성고,2023
987,남,0.28255,충대사대부고,운호고,세광고,청주고,금천고,청석고,청주대성고,2023
988,남,0.2217,서원고,충북고,청주신흥고,흥덕고,청주대성고,청석고,충대사대부고,2023
989,남,0.38922,청석고,충북고,주성고,금천고,서원고,청주대성고,봉명고,2023
990,남,0.36136,운호고,상당고,흥덕고,청석고,서원고,봉명고,청주신흥고,2023
991,남,0.28604,충북고,운호고,금천고,청주대성고,서원고,청주고,봉명고,2023
992,남,0.44754,충북고,청주고,청주신흥고,청석고,상당고,청주대성고,세광고,2023
993,남,0.27153,청주고,충북고,상당고,금천고,청주대성고,봉명고,세광고,2023
994,남,0.34797,충북고,흥덕고,금천고,봉명고,주성고,상당고,충대사대부고,2023
995,남,0.20784,청주신흥고,상당고,청주대성고,충북고,충대사대부고,청석고,청주고,2023
996,남,0.19854,청주대성고,충북고,상당고,충대사대부고,운호고,청주신흥고,세광고,2023
997,남,0.16309,금천고,서원고,봉명고,청석고,청주고,세광고,청주대성고,2023
998,남,0.10405,봉명고,세광고,청주대성고,청주고,서원고,청주신흥고,흥덕고,2023
999,남,0.38832,주성고,충대사대부고,봉명고,금천고,세광고,청주고,운호고,2023
1000,남,0.32026,봉명고,청주대성고,충북고,세광고,상당고,금천고,운호고,2023
1001,남,0.12775,충북고,청주신흥고,청주대성고,주성고,흥덕고,서원고,세광고,2023
1002,남,0.30235,금천고,봉명고,서원고,운호고,충대사대부고,주성고,청주신흥고,2023
1003,남,0.42517,청주신흥고,흥덕고,봉명고,금천고,세광고,주성고,서원고,2023
1004,남,0.17362,충북고,봉명고,청주고,청석고,세광고,운호고,주성고,2023
1005,남,0.20116,상당고,봉명고,청주고,금천고,충대사대부고,청석고,세광고,2023
1006,남,0.26424,충대사대부고,세광고,청주대성고,봉명고,운호고,충북고,상당고,2023
1007,남,0.42996,봉명고,청주고,청주신흥고,충북고,세광고,충대사대부고,운호고,2023
1008,남,0.28821,충북고,상당고,금천고,청주고,운호고,청주신흥고,청석고,2023
1009,남,0.22622,운호고,청주신흥고,충북고,세광고,금천고,충대사대부고,서원고,2023
1010,남,0.35512,상당고,청주신흥고,금천고,청주고,청석고,주성고,흥덕고,2023
1011,남,0.16238,봉명고,세광고,서원고,흥덕고,청주대성고,청주고,충북고,2023
1012,남,0.15579,상당고,청주신흥고,세광고,주성고,청석고,청주대성고,운호고,2023
1013,남,0.20237,충대사대부고,주성고,청주대성고,청주신흥고,청석고,흥덕고,상당고,2023
1014,남,0.23555,운호고,청주신흥고,주성고,청주대성고,충북고,서원고,금천고,2023
1015,남,0.26722,청석고,청주신흥고,청주대성고,청주고,서원고,충대사대부고,흥덕고,2023
1016,남,0.19092,운호고,충북고,금천고,청주대성고,청주고,봉명고,충대사대부고,2023
1017,남,0.32232,봉명고,주성고,금천고,청주고,청주대성고,상당고,흥덕고,2023
1018,남,0.49827,상당고,서원고,청주고,봉명고,운호고,청주대성고,청석고,2023
1019,남,0.43587,상당고,세광고,청석고,봉명고,청주고,충대사대부고,서원고,2023
1020,남,0.32834,세광고,주성고,충북고,봉명고,청주대성고,흥덕고,금천고,2023
1021,남,0.32613,금천고,세광고,서원고,상당고,충대사대부고,주성고,운호고,2023
1022,남,0.17141,충대사대부고,청주대성고,충북고,금천고,세광고,청주신흥고,청주고,2023
1023,남,0.38426,서원고,청석고,운호고,세광고,봉명고,충북고,금천고,2023
1024,남,0.37315,주성고,청주고,봉명고,운호고,세광고,충대사대부고,흥덕고,2023
1025,남,0.42035,청주신흥고,상당고,충대사대부고,금천고,흥덕고,주성고,청주대성고,2023
1026,남,0.28146,서원고,흥덕고,봉명고,충대사대부고,운호고,청주신흥고,주성고,2023
1027,남,0.27835,운호고,청주고,충북고,청주대성고,봉명고,청주신흥고,흥덕고,2023
1028,남,0.15491,금천고,충대사대부고,운호고,흥덕고,상당고,충북고,청석고,2023
1029,남,0.32042,흥덕고,상당고,청주고,충대사대부고,봉명고,금천고,운호고,2023
1030,남,0.20495,상당고,세광고,충북고,운호고,봉명고,청주대성고,청석고,2023
1031,남,0.24868,금천고,흥덕고,봉명고,주성고,청석고,세광고,청주고,2023
1032,남,0.34111,흥덕고,상당고,청주대성고,충북고,충대사대부고,주성고,봉명고,2023
1033,남,0.45023,충북고,주성고,상당고,청석고,서원고,금천고,청주신흥고,2023
1034,남,0.26834,청주고,청주대성고,상당고,충북고,청주신흥고,충대사대부고,금천고,2023
1035,남,0.32735,청주신흥고,청석고,주성고,봉명고,서원고,충북고,충대사대부고,2023
1036,남,0.23415,청주대성고,청주고,주성고,상당고,청주신흥고,금천고,충북고,2023
1037,남,0.28896,충대사대부고,주성고,세광고,흥덕고,봉명고,금천고,청주고,2023
1038,남,0.2163,운호고,청석고,청주신흥고,봉명고,청주고,흥덕고,주성고,2023
1039,남,0.42323,상당고,청주대성고,운호고,흥덕고,청석고,봉명고,금천고,2023
1040,남,0.14613,봉명고,운호고,흥덕고,청주고,충대사대부고,청석고,청주대성고,2023
1041,남,0.26702,충대사대부고,청석고,충북고,주성고,상당고,봉명고,청주고,2023
1042,남,0.33261,청주신흥고,청석고,운호고,금천고,서원고,충대사대부고,주성고,2023
1043,남,0.21687,서원고,청주신흥고,충북고,세광고,청석고,흥덕고,상당고,2023
1044,남,0.10521,청주대성고,충대사대부고,주성고,청주신흥고,운호고,서원고,상당고,2023
1045,남,0.45853,청주고,세광고,주성고,청주신흥고,서원고,청주대성고,충북고,2023
1046,남,0.40788,충대사대부고,흥덕고,청석고,청주대성고,주성고,세광고,청주고,2023
1047,남,0.22994,상당고,흥덕고,청석고,세광고,충북고,청주신흥고,청주대성고,2023
1048,남,0.24739,세광고,충대사대부고,금천고,청석고,청주신흥고,주성고,상당고,2023
1049,남,0.14654,청주대성고,운호고,봉명고,흥덕고,충북고,세광고,청석고,2023
1050,남,0.32389,상당고,세광고,봉명고,충북고,흥덕고,청주신흥고,청주고,2023
1051,남,0.48475,충북고,주성고,청주대성고,상당고,청석고,운호고,서원고,2023
1052,남,0.27595,청주대성고,충대사대부고,세광고,운호고,충북고,청주신흥고,흥덕고,2023
1053,남,0.21619,운호고,상당고,세광고,주성고,흥덕고,청주신흥고,봉명고,2023
1054,남,0.15759,충북고,청주고,봉명고,주성고,상당고,청주대성고,세광고,2023
1055,남,0.47509,청주대성고,충북고,상당고,청주신흥고,세광고,주성고,청주고,2023
1056,남,0.22565,청석고,서원고,봉명고,청주신흥고,금천고,흥덕고,주성고,2023
1057,남,0.1365,운호고,청주대성고,청석고,청주신흥고,세광고,금천고,봉명고,2023
1058,남,0.19379,봉명고,충대사대부고,청주고,흥덕고,청주신흥고,운호고,주성고,2023
1059,남,0.44427,흥덕고,서원고,세광고,상당고,운호고,충대사대부고,충북고,2023
1060,남,0.27898,주성고,흥덕고,청주대성고,충대사대부고,청주신흥고,봉명고,충북고,2023
1061,남,0.13881,청석고,청주신흥고,충북고,청주대성고,서원고,상당고,청주고,2023
1062,남,0.36747,청주대성고,서원고,청주신흥고,충북고,운호고,충대사대부고,흥덕고,2023
1063,남,0.42235,운호고,봉명고,서원고,청석고,주성고,세광고,청주고,2023
1064,남,0.35822,봉명고,운호고,흥덕고,충대사대부고,청주신흥고,청주고,세광고,2023
1065,남,0.14675,청주대성고,세광고,충대사대부고,청석고,충북고,청주고,금천고,2023
1066,남,0.35416,서원고,상당고,청주대성고,충북고,청주고,충대사대부고,세광고,2023
1067,남,0.13246,서원고,운호고,봉명고,충대사대부고,청석고,청주고,청주대성고,2023
1068,남,0.45187,충북고,청석고,봉명고,주성고,세광고,서원고,청주신흥고,2023
1069,남,0.3417,상당고,흥덕고,청주고,충북고,주성고,청주신흥고,청주대성고,2023
1070,남,0.16696,충북고,상당고,주성고,금천고,흥덕고,운호고,청주대성고,2023
1071,남,0.11624,주성고,청주대성고,흥덕고,금천고,청주신흥고,충북고,상당고,2023
1072,남,0.13794,운호고,청주대성고,흥덕고,청주신흥고,상당고,청주고,금천고,2023
1073,남,0.40255,흥덕고,상당고,청주고,세광고,봉명고,청주신흥고,충북고,2023
1074,남,0.48954,봉명고,주성고,충대사대부고,청주신흥고,세광고,충북고,금천고,2023
1075,남,0.34163,봉명고,흥덕고,서원고,청주대성고,상당고,청주고,세광고,2023
1076,남,0.4876,충북고,충대사대부고,봉명고,운호고,청석고,상당고,주성고,2023
1077,남,0.24271,충대사대부고,상당고,청주신흥고,봉명고,운호고,흥덕고,서원고,2023
1078,남,0.31413,청주고,봉명고,충북고,충대사대부고,주성고,세광고,청석고,2023
1079,남,0.10941,서원고,봉명고,상당고,청주신흥고,충대사대부고,운호고,금천고,2023
1080,남,0.43651,흥덕고,충대사대부고,서원고,봉명고,상당고,청석고,금천고,2023
1081,남,0.36195,봉명고,청석고,청주신흥고,상당고,흥덕고,주성고,세광고,2023
1082,남,0.19141,청주신흥고,금천고,상당고,운호고,세광고,흥덕고,봉명고,2023
1083,남,0.35142,주성고,청주대성고,상당고,봉명고,충북고,세광고,흥덕고,2023
1084,남,0.1579,봉명고,충북고,청주대성고,서원고,금천고,청주신흥고,청주고,2023
1085,남,0.38041,충대사대부고,운호고,청주신흥고,금천고,봉명고,흥덕고,청석고,2023
1086,남,0.40492,운호고,상당고,세광고,청주대성고,청주신흥고,금천고,충북고,2023
1087,남,0.40551,청주대성고,봉명고,흥덕고,서원고,상당고,충북고,운호고,2023
1088,남,0.19676,청주고,상당고,운호고,충대사대부고,주성고,세광고,금천고,2023
1089,남,0.34681,청주신흥고,금천고,충북고,청주대성고,운호고,청석고,주성고,2023
1090,남,0.31083,주성고,청주대성고,봉명고,흥덕고,청주고,청주신흥고,충대사대부고,2023
1091,남,0.49966,청주고,청주대성고,충대사대부고,주성고,운호고,금천고,세광고,2023
1092,남,0.34915,주성고,충북고,청주고,청주대성고,봉명고,충대사대부고,청석고,2023
1093,남,0.24359,금천고,상당고,청주신흥고,청석고,흥덕고,세광고,주성고,2023
1094,남,0.35764,청주고,충대사대부고,상당고,봉명고,금천고,세광고,흥덕고,2023
1095,남,0.40307,서원고,금천고,청주신흥고,충북고,상당고,충대사대부고,주성고,2023
1096,남,0.16161,충북고,세광고,청주대성고,청주신흥고,봉명고,충대사대부고,흥덕고,2023
1097,남,0.44764,충대사대부고,상당고,운호고,충북고,서원고,세광고,봉명고,2023
1098,남,0.18471,금천고,청석고,세광고,주성고,흥덕고,충북고,충대사대부고,2023
1099,남,0.36395,상당고,청주대성고,충대사대부고,청주신흥고,충북고,세광고,서원고,2023
1100,남,0.23149,봉명고,흥덕고,금천고,상당고,세광고,충북고,청주신흥고,2023
1101,남,0.24153,충북고,충대사대부고,청주대성고,청석고,주성고,운호고,세광고,2023
1102,남,0.15305,세광고,주성고,금천고,상당고,충대사대부고,청주고,흥덕고,2023
1103,남,0.49813,충북고,청주신흥고,청석고,흥덕고,주성고,운호고,금천고,2023
1104,남,0.35514,충대사대부고,상당고,금천고,봉명고,충북고,세광고,흥덕고,2023
1105,남,0.46907,청석고,청주고,주성고,충대사대부고,청주대성고,봉명고,금천고,2023
1106,남,0.42808,청주대성고,서원고,봉명고,운호고,청석고,청주고,청주신흥고,2023
